CAMC_Name	GND_URI	GND_Name	GND_Land	GND_Gender	GND_Birth	GND_Death	GND_VariantName
Molique, Wilhelm Bernhard	http://d-nb.info/gnd/117120251	Molique, Bernhard	XA-DE	1	1802-10-07	1869-05-10	Molique; Molique, W. B.; Molique, Wilhelm Bernhard; Molique, Wilhelm B.; Molique, B.; Molique, Bernard; Molique, Wilhelm Bernhardt
Moncayo Garcia, José Pablo	http://d-nb.info/gnd/123997593	Moncayo, Pablo	XD-MX	0	1912	1958	Moncayo, José Pablo; Moncayo Garcia, José Pablo; Moncayo, J. Pablo; Moncayo García, José P.; García, José P.; Moncayo, José P.; Moncayo-García, José P.
Monckton, Lionel	NA	not found	NA	0	NA	NA	NA
Mondonville, Jean-Joseph Cassanea de	http://d-nb.info/gnd/118641131	Mondonville, Jean Joseph Cassanea de	XA-FR	1	1711	1772	Cassanea de Mondonville, Jean Joseph; Mondonville, Jean; Mondonville, Jean-Joseph de; Mondonville, Joseph de; Mondonville, J. J. de; Mondonville, J.-C. de; Mondonville, Jean-Joseph C. de; Mondonville, Jean-Joseph; Mondonville, Jean-Joseph Cassanea de; Mondonville, Jean Joseph de; Mondonville, Jean-Joseph Cassanéa de; Cassanéa de Mondonville, Jean-Joseph; Mondonville, Jean Joseph Cassanéa de; De Mondonville, Jean Joseph; Cassance de Mondonville, Jean-Joseph; De Mondonville, Jean-Joseph Cassanea; De Mondonville, Jean-Joseph Cassance; Mondonville, Jean-Joseph Cassance de; Cassanéa, Jean-Joseph
Monitto, Marco	NA	not found	NA	0	NA	NA	NA
Moniuszko, Stanislaw	http://d-nb.info/gnd/118784552	Moniuszko, Stanisław	XA-PL	1	1819-05-05	1872-06-04	Manjuška, Stanislaŭ; Moniuszko, S.; Moniuszko, Stanilaw; Moniuszko, Stanislas; Moniuszko, Stanislaus; Moniuszko, Stanislav; Monjuško, Stanislav; Moniuschko, ...; Monouchko, ...; Moniuszko, Stanislaw; Moniuszko, St.; Monjuŝko, Stanislav
Monn, Matthias Georg	http://d-nb.info/gnd/120729180	Monn, Matthias Georg	XA-AT	1	1717-04-09	1750-10-03	Mon, Matthias; Monn, Mathias; Monn, Matthias G.; Monn, Georg M.; Monn, Georg Matthias; Mann, Mathias G.; Monn, Johann Georg; Mann, Georg Matthias; Monn, Matthaeus Georg; Monn, Matthias; Monn, Mathias Georg; Mann, Johann Georg; Mann, Matthias Georg; Mon, Georg Matthias; Monn, Johann Matthias; Mann, Matthaeus Georg; Monn, Mattia Giorgio; Monn, Matthieu George; Monn, Mattão; Monn, Giorgio; Monn, Georg Mathias
Monsigny, Pierre-Alexandre	http://d-nb.info/gnd/100552641	Monsigny, Pierre-Alexandre	XA-FR	1	1729-10-17	1817-01-14	Monsigny, Pierre-Alexandre de; Monsigni, Pierre A. de; Monsigny, Pierre A. de; M*** de; Monsigny, Pierre A. de; Monsigny, Pierre Alexandre de; Monsigny, Pierre Alex.; Montsigny, Pierre-Alexandre; Monsigni, Pierre Alexandre; Monsigini, Pierre A. de; Mosygni; Monsigni; Monsigny; Montsigny, Pierre Alexandre; Monsigny, Pierre Alexandre; Moncigny, Pierre-Alexandre; Moncini, Pierre-Alexandre
Monteverdi, Claudio	http://d-nb.info/gnd/118583700	Monteverdi, Claudio	XA-IT	1	1567-05-15	1643-11-29	Monteverdi, ...; Monteverdi, Claudio Zuan Antonio; Monteverdi, C.; Montisviridius, Claudinius; Monteverde, Claudio
Monti, Vittorio	http://d-nb.info/gnd/121071189	Monti, Vittorio	XA-IT; XA-FR	1	1868	1922	Monti, V.
Moore, Andrew C.	NA	not found	NA	0	NA	NA	NA
Morales, Cristobal de	http://d-nb.info/gnd/100833187	Morales, Cristóbal de	XA-ES; XA-IT	1	1500	1553	Morales, Christoval; Morales, Christopher; Morales, Christoval de; Morales, Cristóbal; Morales, Chr.; Morales, C.; Morales, Christóbal de; Morales, Christophorus; Morales, Christobal de; Morales, Cristophorus de; Morales, Cristobal de
Morales, Raymundo	NA	not found	NA	0	NA	NA	NA
Moretti (Padre Davide da Bergamo), Felice	NA	not found	NA	0	NA	NA	NA
Morgan, Melissa Sue	NA	not found	NA	0	NA	NA	NA
Morley, Thomas	http://d-nb.info/gnd/119063891	Morley, Thomas	XA-GB	1	1557	1603	Morlei, Tomaso; Morlei, Thomas
Morrison, Cassandra A.	NA	not found	NA	0	NA	NA	NA
Moscheles, Ignaz	http://d-nb.info/gnd/118785028	Moscheles, Ignaz	XA-DE	1	1794-05-30	1870-03-10	Moscheles, ...; Moscheles, I.; Moschelles, I.; Moscheles, Isaak-Ignaz; Moscheles, Isaac; Moscheles, Isaak; Moscheles, Isack; Moscheles, Ignace; Moscheles, Jgnace; Moscheles, J.
Mosonyi, Mihaly	NA	not found	NA	0	NA	NA	NA
Mosquera, Marcos	NA	not found	NA	0	NA	NA	NA
Moss, Andrew W.	NA	not found	NA	0	NA	NA	NA
Moszkowski, Moritz	http://d-nb.info/gnd/116941391	Moszkowski, Moritz	XA-PL; XA-DE; XA-FR	1	1854-08-23	1925-03-08	Moszkowski, Moriz; Moszkowsky, Maurice; Moszkowsky, Moritz; Moskowski, Moritz; Moskovskij, Moritz; Moszkowski, Maurycy; Moszkowsky, M.; Moszkowski, M.; Moszkowski, ...; Moszkowski, Maurice; Moškovskij, Moritz
Moulinié, Etienne	http://d-nb.info/gnd/11907317X	Moulinié, Etienne	XA-FR	1	1599-10-05	1676	Molinier, Etienne; Moulinié, Estienne; Moulinier, Etienne; Moulinière, Etienne; Molinié, Etienne; Moulinier; Mouliniere; Molinié; Moulinié, Estinne
Mouret, Jean-Joseph	http://d-nb.info/gnd/101361742	Mouret, Jean-Joseph	XA-FR	1	1682-04-11	1738-12-20	Mure, Jean-Joseph; Mouret, Jean J.; Mouret, Jean Joseph; Mouret, J. J.; Mouret, John-Joseph; Mouret, John Joseph; Mouret, Jean
Mouton, Jean	http://d-nb.info/gnd/104066911	Mouton, Jean	XA-FR	1	1459	1522	Mouton, Joannes; Mouton, Johannes; Mouton, Jehan; Mouton, Joannis; Houllevugues, Jehan; Hollingue, Jean de; Mouton, Ioannes; De Holluigue, Jean
Mozart, Leopold	http://d-nb.info/gnd/118584588	Mozart, Leopold	XA-DE; XA-AT	1	1719-11-14	1787-05-28	Mozart, Léopold; Mozart, Leop.; Mozart, L.; Mozart, Johann Georg Leopold; Mozart, Johann G. M.
Mozart, Wolfgang Amadeus	http://d-nb.info/gnd/118584596	Mozart, Wolfgang Amadeus	XA-AT	1	1756-01-27	1791-12-05	Mocart, Volfgang Amadeus; Mocʹarti, Wolpʹgang Amadei; Mozart, Wolffgango; Mozart, Wolfg. Amadeus; Mocart, V. A.; Mocart, V.; Mozart, Wolfgang-Amadeus; Mozart, A. W.; Mozart, W. Am.; Mocart, Volʹfgang Amadej; Mūzār, Wulfgāng Āmādiūs; Mozart, Wolfgang; Mozzart, Wolfgang; Mōtsaruto; Mozart, Johann Chrysostomus Wolfgang Theophil; Mozart, Johannes C.; Mozart, Johannes Chrysostomus Wolfgangus Theophil; Mozart, Joannes Chrysostomus Wolfgangus Theophil; Mozart; Mozart, Wolfgang G.; Mozart, Wolfgango Amedeo; Mozartus, Wolfgang A.; Mozzart, Wolfgango; Mozart, Wolfgang A.; Mozart, Johannes Chrysostomus Wolfgang Gottlieb; Mozart, Johannes Chrysostomus Wolfgangus Theophilus; Mozart, W. A.; Mozart, Wolfgang Amadé; Mozart, Johannes Chrisostomus Wolfgangus Theophilus; Mozart, Johann Chrysostom Wolfgang Amadeus; Mozart, Joannes Chrysostomus Wolfgangus Amadeus; Mozard
Mudarra, Alonso de	http://d-nb.info/gnd/120889684	Mudarra, Alonso	XA-ES	1	1510	1580	Mudarra, Alonso de; Mudarra, Alfonso
Mulcahy, Paul	NA	not found	NA	0	NA	NA	NA
Mumme, Jeremy Lynn	NA	not found	NA	0	NA	NA	NA
Munday, John	NA	not found	NA	0	NA	NA	NA
Mundy, Oliver	NA	not found	NA	0	NA	NA	NA
Mussorgsky, Modest Petrovich	http://d-nb.info/gnd/118641255	Musorgskij, Modest Petrovič	XA-RU	1	1839-03-09	1881-03-16	Musorgskii, M. P.; Musorgskij, M.; Moessorgskie, Modest Petrowietsj; Moussorgski, ...; Mussorgsky, ...; Mussorgskij, ...; Musorgskis, Modests; Musorgsky, M.; Musorhsḱyi, Modest Petrovych; Mussorgski, Modest P.; Moussorgsky, M.; Mousorgski, Modest Petrovitch; Mussorgskij, Modeste P.; Mussorgsky, M.; Musorgski, ...; Moussorgsky, Modest; Musorgskij, Modesto; Mussorgskij, M.; Mussorgskij, Modest P.; Mussorgsky, M. P.; Mussorgsky, Modest Petrovich; Mussorgsky, Modest Petrowitsch; Moussorgskij, Modest; Musorgskij, Modest; Mussorgshij, Modest; Mussorgskij, M. P.; Mussorgsky, Modest P.; Mussorgsky, Modeste; Musorgsky, Modeste P.; Mussorgski, Modest; Moussorgski, Modeste Petrovich; Moussorgsky, Modest Petrovich; Mussorgskij, Modest Petrowitsch; Moussorgsky, Modeste Petrovich; Musorgskij, Modest P.; Mussorgskij, Modest; Mussorgsky, Modest; Moussorgsky, Modeste; Mussorgsky, Modeste Petrowitsch; Moussorgsky, Modeste Pétrovitch; Musorgsky, Modest Petrovich; Musorgskiĭ, Modest Petrovich; Moessirgskie, Modest Petrowietsj; Musorgskii, M.P.; Musorhsʹkyi, Modest Petrovych; Musorgsky, Modeste; Mussorgski, Modest Petrowitsch; Moussorgski, Modeste Pétrovitch
Myaskovsky, Nikolai	http://d-nb.info/gnd/118784307	Mjaskovskij, Nikolaj Ja.	XA-RU	1	1881	1950	Myaskovsky, N. Ya.; Miaskowski, N.; Miaskovsky, N.; Mjaskovskij, N.; Mjaskovskij, N. Ja.; Mjaskowsky, N.; Mjaskowski, Nikolai J.; Mjaskovskij, Nikolaj J.; Myaskovsky, Nikolay Yakovlevich; Myaskovsky, Nikolay; Myaskovsky, Nikolai; Miaskovsky, Nicholai; Miaskovsky, Nicolai; Miakowsky, Nikolaj J.; Miaskovsky, Nikolai; Miaskovsky, Nikolai Y.; Miaskowsky, Nikolay; Miaskovskii, Nikolai Iakovlevich; Miaskovskii, N.; Mjaskowski, Nikolai; Mjaskowsky, Nikolai; Mjaskovskij, Nikolaj; Mjaskovskij, Nikolaj Jakovlevič; Mjaskowskij, Nikolaj Jakowlewitsch; Miaskowski, Nikolai; Miaskovsky, Nicolai Y.; Mjaskowski, Nikolai Jakowlewitsch; Miaskovskii, Nikolai; Miaskowsky, Nikolaï
Méhul, Etienne-Nicolas	http://d-nb.info/gnd/118782843	Méhul, Étienne Nicolas	XA-FR	1	1763-06-22	1817-10-18	Méhul, Etienne Nicola; Méhul, E. H.; Méhul, E. N.; Méhul, Étienne Henri; Méhul, Etienne H.; Méhul, ...; Méhul, Étienne M.; Méhul, Etienne-Henri; Méhul, Étienne N.; Méhul, Henri; Méhul, Étienne Henry; Mehül, F.; Méhul, Etienne; Méhul, Etienne-Nicolas; Méhul, Henry; Méhul, Nicholas; Méhul, Etienne Nicolas; Méhul; Méhul, F.; Méhul, Etienne Henri
Mørch, Morten Fredrik	NA	not found	NA	0	NA	NA	NA
Naderman, Francoi-Joseph	NA	not found	NA	0	NA	NA	NA
Nanino, Giovanni Maria	http://d-nb.info/gnd/124137954	Nanino, Giovanni Maria	XA-IT	1	1544	1607	Nanino, Giovanni; Nanino, Giovanni M.; Naninus, Johannes M.; Nanini da Vallerano, Gio. M.; Nanino, G. M.; Nanini, Giovanni Maria; Nanini, Giovanni-Maria; Nanini, G. M.; Nanini, Giovanni M.; Nanino
Nardini, Pietro	http://d-nb.info/gnd/119443880	Nardini, Pietro	XA-IT	1	1722-04-17	1793-05-07	Nardini, P.
Narváez, Luys de	http://d-nb.info/gnd/123970954	Narváez, Luis de	XA-ES	0	NA	NA	Narbais, Luis de; Narbaez, Luys de; Narbais, Luys de; Narváez, Lluis de; Narbaez, Luis de; Narváez, Luys de
Narváez, Luys de	http://d-nb.info/gnd/1089182856	Narváez, Luis de	ZZ	0	NA	NA	Narváez, Luys de
Nascimbeni, Maria Francesca	http://d-nb.info/gnd/135255597	Nascimbeni, Maria Francesca	NA	2	1658	NA	Nascinbeni, Maria Francesca; Nascinbeni d’Ancona, Maria Francesca; d’Ancona, Maria Francesca Nascinbeni; Ancona, Maria Francesca Nascinbeni d’
Nash, Paul	http://d-nb.info/gnd/13179180X	Nash, Paul	NA	1	1948-02-19	2005-01-25	NA
Nashchenko, A.	NA	not found	NA	0	NA	NA	NA
Nazareth, Ernesto	http://d-nb.info/gnd/12318617X	Nazareth, Ernesto	XD-BR	1	1863-03-20	1934-02-04	Nazaré, Ernesto J. de; Nazareth, Ernesto Júlio de
Nebra Blasco, Jose de	NA	not found	NA	0	NA	NA	NA
Necke, Hermann	NA	not found	NA	0	NA	NA	NA
Nedbal, Oskar	http://d-nb.info/gnd/118820621	Nedbal, Oskar	XA-AT; XA-CZ	1	1874-03-26	1930-12-24	Nedbal, Oscar
Nemerovsky, Aleksandr Sergeevich	NA	not found	NA	0	NA	NA	NA
Neusidler, Hans	http://d-nb.info/gnd/123658292	Neusidler, Hans	XA-DE; XA-HU	1	1508	1563-02-02	Newsidler, Hans; Neysidler, Hans; Newsidler, H.; Neusiedler, Hans; Newsiedler, Hans
Neuwirth, Erich	NA	not found	NA	0	NA	NA	NA
Nevado, Alfonso N.	NA	not found	NA	0	NA	NA	NA
Newberry, Stirling Scott	NA	not found	NA	0	NA	NA	NA
Newman, Daniel A.	NA	not found	NA	0	NA	NA	NA
Ng, C.T.	NA	not found	NA	0	NA	NA	NA
Nguyen, Eric L.	NA	not found	NA	0	NA	NA	NA
Nicolai, Carl Otto	http://d-nb.info/gnd/118587684	Nicolai, Otto	XA-DE	1	1810-06-09	1849-05-11	Nicolaj, Ottone; Niccolai, Ottone; Nicolai, O.; Nicolaj, O.; Nicolai, Ottone; Nikolai, Otto; Nicolai, Carl Otto Ehrenfried; Nicolai, Karl Otto Ehrenfried
Nicolini, Giuseppe	http://d-nb.info/gnd/119435993	Nicolini, Giuseppe	XA-IT	1	1762-01-29	1842-12-18	Nicolini, Joseph; Niccolini, Giuseppe
Niederkorn, William Sullivan	NA	not found	NA	0	NA	NA	NA
Nielsen, Brandom Roy	NA	not found	NA	0	NA	NA	NA
Nielsen, Carl	http://d-nb.info/gnd/118786180	Nielsen, Carl	XA-DK	1	1865-06-09	1931-10-03	Nielsen, ...; Nielsen, Karl; Nielsen, Carl August; Nielsen, Carl A.
Noblin, Christopher M.	NA	not found	NA	0	NA	NA	NA
Nonis, Aaron	NA	not found	NA	0	NA	NA	NA
Nonnast, Marcus	NA	not found	NA	0	NA	NA	NA
Norris, Kristopher	NA	not found	NA	0	NA	NA	NA
Novacek, Ottokar Eugen	NA	not found	NA	0	NA	NA	NA
Nunes García, Jose Mauricio	NA	not found	NA	0	NA	NA	NA
O'Carolan (Toirdhealbhach Ó Cearbhalláin), Turlough	NA	not found	NA	0	NA	NA	NA
O'Drisceoil, Tomás	NA	not found	NA	0	NA	NA	NA
Oakham, Ben	NA	not found	NA	0	NA	NA	NA
Obrecht, Jacob	http://d-nb.info/gnd/118735853	Obrecht, Jacob	XA-BE; XA-IT	1	1450	1505	Obrecht, Jacobus; Hobertus, Jacob; Hobrecht, Jacob; Obertus, Jacob; Obrecht, Jakob; Obreth, Jacob
Ockeghem, Johannes	http://d-nb.info/gnd/118735926	Ockeghem, Johannes	XA-BE; XA-NL	1	1410	1497	Okeghem, Johannes; Ockeghem, Jan; Johannes, Ockeghem; Okeghem, Jean; Ockeghem, Jean de; Ockenheim, Johannes; Okenghem, Johannes; Okeghem, Jean de; Ockenhem; Ockeghem, Johan; Ockeghen, Johannes
Oeljee, Paul W.	NA	not found	NA	0	NA	NA	NA
Oeljee, Sander C.	NA	not found	NA	0	NA	NA	NA
Offenbach, Jacques	http://d-nb.info/gnd/118589598	Offenbach, Jacques	XA-DE; XA-FR	1	1819-06-20	1880-10-05	Eberscht, Jakob; Offenbach, Giacomo; Offenbach, Jacques Jacob; Offenbach, Jaques; Offenbach, J.; Offenbach, ...; Offenbach, Jacob; Offenbach, Jakob; Levy, Jacques; Eberst, Jacques; Eberst, Jakob
Oh, Seykyu	NA	not found	NA	0	NA	NA	NA
Oliveira, Manoel Dias de	http://d-nb.info/gnd/105650028X	Oliveira, Manoel Dias de	XD-BR	1	1738	1813	Oliveira, Manuel Dias de; Dias de Oliveira, Manoel; De Oliveira, Manoel Dias
Ondricek, Frantisek	NA	not found	NA	0	NA	NA	NA
Onivas (Domenico Savino), D.	NA	not found	NA	0	NA	NA	NA
Onslow, Georges Louis	http://d-nb.info/gnd/118822756	Onslow, Georges	XA-FR	1	1784-07-27	1853-10-03	Onslow, André George Louis; Onslow, ...; Onslow, George; Onslow, G.; Onslow, Georg; Onslow, Georges Louis André
Oppel, Andrej	NA	not found	NA	0	NA	NA	NA
Orff, Carl	http://d-nb.info/gnd/118590219	Orff, Carl	XA-DE	1	1895-07-10	1982-03-29	Orff, Karl Heinrich Maria; Orff, Karl
Ortiz, Diego	http://d-nb.info/gnd/100833047	Ortiz, Diego	XA-ES; XA-IT	1	1510	1570	Ortiz, ...; Ortitz, Diego; Ortiz, Didacus
Ortiz, Guadelupe	NA	not found	NA	0	NA	NA	NA
Ovalles, Alfredo M.	NA	not found	NA	0	NA	NA	NA
Ovidi, Angelo	NA	not found	NA	0	NA	NA	NA
Pacchioni, Giorgio	NA	not found	NA	0	NA	NA	NA
Pachelbel, Johann	http://d-nb.info/gnd/119456613	Pachelbel, Johann	XA-DE	1	1653-09-01	1706-03-03	Pachelbel; Pachelbel, J.; Bachelbel, Johann; Pachelbel, Joannes; Pachelbel, Johann Christoph; Pachelbel, Johannes
Pacini, Giovanni	http://d-nb.info/gnd/116014660	Pacini, Giovanni	XA-IT	1	1796-02-17	1867-12-06	Pacini, Johann; Pacini, Gioanni; Pacini, Juan; Paccini, Giovanni; Paccini, ...
Paderewski, Ignace Jan	http://d-nb.info/gnd/118986724	Paderewski, Ignacy Jan	XA-PL; XA-UA; XA-GB; XD-US	1	1860-11-18	1941-06-29	Paderewski, Ignacy; Paderewski, Jean Ignaz; Paderewski, Ignace J.; Paderewski, Ignatz; Paderewski, Ignazj; Paderewsky, Jan Ignacy; Paderewski, Jan Ignacy; Paderewski, Ignacy J.; Paderewski, Ignaz Johann; Paderewski, Ignaz; Paderewski, Ignaz Jan; Paderewski, Ignacy Johann; Paderewski, Jan; Paderewski, Ignace Jan; Paderewski, Ignace; Paderewski, I. J.; Paderewski, J. J.; Paderevskij, I.; Падеревский, Игнаций Ян
Paganini, Niccolò	http://d-nb.info/gnd/118591177	Paganini, Niccolò	XA-IT	1	1782-10-27	1840-05-27	Paganini, ...; Paganini, Nicolo; Paganini, N.; Paganini-Wilhelmj, ...; Wilhelmy, ... Paganini-; Paganini, Nicolò
Paisiello, Giovanni	http://d-nb.info/gnd/119010097	Paisiello, Giovanni	XA-IT	1	1740-05-09	1816-06-05	Paisiello, I. H.; Paisiello, ...; Paisiello, G.; Paesiello, G.; Paesiello, ...; Paesello, ...; Paisello, Giovanni; Paisello, ...; Passiello, Giovanni; Passiello, ...; Paziello, G.; Paissiella, ...; Paisiello, Johann; Paesiello, Giovanni; Paiziello, G.; Paisello, Giov.; Paisiello, Jean
Paix, Jacob	http://d-nb.info/gnd/132056895	Paix, Jacob	XA-DE	1	1556	1623	Bayß, Jakob; Beyß, Jakob; Peiss, Jakob; Peyß, Jakob; Paiß, Jakob; Baix, Jacob; Paix, Jakob; Paix, Iacobvs; Paix, Jacob, der Ältere; Paix, Jacobus
Palazzani, Alessandro	NA	not found	NA	0	NA	NA	NA
Palestrina, Giovanni Pierluigi da	http://d-nb.info/gnd/118818686	Palestrina, Giovanni Pierluigi da	XA-IT	1	1525	1594-02-02	Palestrina, Giovanni da; Praenestinius, Joannes P.; Praenestinus, Joannes P.; Praenestinus, Joann. P.; Prenestinus, Giovanni P.; Palestrina, Joachim; Praenestinus, Ioannes P.; Palestrina, Giovanni Pierluigi; Palestrina, Pier Luigi; Palestrina, Giovanni Pietro; Praenestinus, Joannes Petrus Aloysius; Palestrina, Giovanni P. da; Pierluigi, Giovanni; Palestrino, Joannes P.; Palestrina, Giovanno; Palestrina, G. P.; Palestrina, Giov. Pierluigi da; Palestrina, Petrus A.; Palestrina, Petrus Aloysius; Palestrina; Palestrina, C. P. da; Palestrina, Giovanni L.; Palästrina, G.; Praenestino, Joanne Petro Aloysio; Praenestinus, Jo. Petraloysius; Palestrina, P. L. da; Sante da Palestrina, Pier Luigi; Palestrina, G. Pierluigi da; Praenestinus, Joann Petraloysius; Da Palestrina, Pierluigi; Da Palestrina, Giovanni Pierluigi; DaPalestrina, Giovanni Pierluigi; Prenestino, Giovanni Pierluigi da; Palestrina, Pierluigi da; Prenestino, Giovanni Pietro Aloysio; Praenestinus, Joannes Petraloysius; Giannetto; Palestrina, J. P.; Prænestinus, Johannes Petrus Aloysius; Prenestinus, Petrus Aloysius; Palestrina, G. P. da; Praenestino, Joanne Petraloysio
Paligon, Marcin	NA	not found	NA	0	NA	NA	NA
Palmgren, Selim	http://d-nb.info/gnd/119142457	Palmgren, Selim	XA-FI	1	1878-02-16	1951-12-16	Palmgren, Selim Gustaf Adolf
Paolo, Aretino	NA	not found	NA	0	NA	NA	NA
Paradis, Maria Theresia von	http://d-nb.info/gnd/118937367	Paradis, Maria Theresia von	XA-AT	2	1759	1824	Paradis, Maria Theresia; Paradis, Theresia; Paradis, Maria-Theresia von; Paradis, Maria T. von; Paradies, Maria T. von; Paradis, Maria Th. von; Paradies, Marie Therese; Paradis, Theresia von; Paradis, Maria Therese; Von Paradis, Maria Theresia; Paradies, Marie-Thérèse; Paradies, Maria Theresia; Von Paradis, Theresia; Paradis, Marie Therese von; Von Paradis, Marie Therese
Paradisi, Pietro Domenico	http://d-nb.info/gnd/10413478X	Paradies, Pietro Domenico	XA-IT	1	1707	1791	Paradisi, Pietro D.; Paradisi, Domenico; Paradies, Pietro D.; Paradies, Pier Domenico; Paradies, Dominico; Paradies, Domenico; Paradisi, Pietro Domenico; Paradies, Pierre-Dominique
Pareschi, Lavio	NA	not found	NA	0	NA	NA	NA
Parker, Mrs.	NA	not found	NA	0	NA	NA	NA
Parry, John	http://d-nb.info/gnd/14002705X	Parry, John	NA	1	1776	1851	NA
Parry, John	http://d-nb.info/gnd/1011535599	Parry, John	XA-GB	1	1710	1782	NA
Parry, John	http://d-nb.info/gnd/1125381582	Parry, Johnny	XA-GB	1	1982	NA	NA
Parry, Sir Charles Hubert Hastings	NA	not found	NA	0	NA	NA	NA
Parsons, Robert	http://d-nb.info/gnd/119340976	Parsons, Robert	XA-GB	0	NA	NA	NA
Pasquini, Bernardo	http://d-nb.info/gnd/118789791	Pasquini, Bernardo	XA-IT	1	1637-12-07	1710-11-22	Pasquini, Bernard; Pasukini, Berunarudo
Passereau, Pierre	http://d-nb.info/gnd/134480759	Passereau, Pierre	XA-FR	1	1509	1547	Passereau
Passos, Marcel F.	NA	not found	NA	0	NA	NA	NA
Patron, Albert	NA	not found	NA	0	NA	NA	NA
Paull, Edward Taylor	NA	not found	NA	0	NA	NA	NA
Paumann, Conrad	http://d-nb.info/gnd/115497374	Paumann, Conrad	XA-DE	1	1410	1473-01-24	Paumann, Konrad; Konrad, Paumann; Baumann, Conrad; Baumann, Konrad; Conrad, Paumann
Pedro V, King of Portugal	NA	not found	NA	0	NA	NA	NA
Peerson, Martin	http://d-nb.info/gnd/119016532	Peerson, Martin	XA-GB	0	1572	1650	Pearson, Martin
Pekiel, Bartlomiej	NA	not found	NA	0	NA	NA	NA
Pennant, David F.	NA	not found	NA	0	NA	NA	NA
Peppercorn, Wayne Michael	NA	not found	NA	0	NA	NA	NA
Peredo, César	http://d-nb.info/gnd/1018723463	Peredo, César	NA	0	NA	NA	NA
Pergolesi, Giovanni Battista	http://d-nb.info/gnd/118739964	Pergolesi, Giovanni Battista	XA-IT	1	1710-01-04	1736-03-17	Pergolesi, Giovanni; Pergolese, Giovanni-Battista; Pergolese, G. B.; Pergolezi, Dzhovanni Battista; Pergolèse, jean-Baptiste; Pergolezi, Dzhovani Batista; Pergolesi, Giovan B.; Pargolesi, ...; Pergolesi, Giovanni B.; Pergolesi, Giov. Batt.; Pergolesi, G. B.; Golese, Pere; Pergolese, Giovan-Battista; Pergolesi, Giambattista; Draghi, Giovanni Battista; Pergolesi, Johann Baptist; Pergolesi, Giovan Battista; Pergolese, Giovanni Battista; Pergolesi, Giovanni Baptista; Pergolèse, Jean-Baptiste; Pergolese, Johann Baptista; Pergolese, Giov. Battista; Pergolese, Gio. Batta; Pergolese, Geo. Battista
Perosi, Lorenzo	http://d-nb.info/gnd/119378671	Perosi, Lorenzo	XA-IT	1	1872	1956	Perosi, Lorenzo D.; Perosi, Laurentius; Perosi, L.; Perosi, Laurentio
Persichetti, Vincent	http://d-nb.info/gnd/118855832	Persichetti, Vincent	XD-US	1	1915-06-06	1987-08-14	Persichetti, Vincent Ludwig
Pescetti, Giovanni Battista	http://d-nb.info/gnd/131709720	Pescetti, Giovanni Battista	XA-IT	1	1704	1766	Pescetti, Giovanni B.; Pescetti, Giovanni-Battista; Pescetti, Giovan B.
Pesenti, Michele	http://d-nb.info/gnd/138388539	Pesenti, Michele	XA-IT	1	1470	1528	Pesentus, Michael; Pesenti Vicentino, Michele
Peter, Johann Friedrich	http://d-nb.info/gnd/11910945X	Peter, Johann Friedrich	XD-US	0	1746	1813	Peter, Johann F.; Peter, John Frederick
Petersen, Leon R.	NA	not found	NA	0	NA	NA	NA
Peterson-Berger, Wilhelm	http://d-nb.info/gnd/124023592	Peterson-Berger, Wilhelm	XA-SE	1	1867-02-27	1942-12-03	Berger, Olof Wilhelm Peterson-; Peterson-Berger, Olof W.; Peterson-Berger, Vilhelm; Petersen-Berger, W.; Peterson-Berger, Olof Wilhelm; Berger, Wilhelm Peterson-
Petrali, Vincenzo Antonio	http://d-nb.info/gnd/123284546	Petrali, Vincenzo Antonio	XA-IT	0	1832	1889	Petrali, V. A.; Petrali, Vincenzo A.; Petrali, Vincenzo
Peuerl, Paul	http://d-nb.info/gnd/101383592	Peuerl, Paul	XA-DE; XA-AT	1	1570	1625	Baewerl, Paul; Peurl, Paul; Bäurl, Paul; Beurlin, Paul; Beuerlin, Paul; Pewerl, Paul; Agricola, Paul; Bäwerl, Paul; Bäuerl, Paul; Peyerl, Paul
Peuerl, Paul	http://d-nb.info/gnd/1089760981	Peuerl, Paul	ZZ	0	NA	NA	Peurl, Paul
Philipp, Isidor	NA	not found	NA	0	NA	NA	NA
Philips, Peter	http://d-nb.info/gnd/119280574	Philips, Peter	XA-GB	1	1561	1628	Philips, Petrus; Phillippi, Pietro; Philippi, Petro; Filippe, Pierre; Phillips, Peter; Philippus, Petrus; Filippo, Pietro; Philippus Anglus, Petrus; Phillipps, Peter; Philippe, Pierre; Philippi, Petri; Philippi, Peter; Philippi, Pietro; Philipps, Peter
Phillips, Matthew Scott	http://d-nb.info/gnd/1112626867	Phillips, Matthew Scott	XD-US	1	1977	NA	NA
Piazza, John	NA	not found	NA	0	NA	NA	NA
Pieczonka, Albert	NA	not found	NA	0	NA	NA	NA
Pierné, Gabriel	http://d-nb.info/gnd/11945551X	Pierné, Gabriel	XA-FR	1	1863-08-16	1937-07-17	Pierné; Pierné, Henri Constant Gabriel; Pierné, Henri-Constant-Gabriel; Pierné, Gabriel-Henri-Constant; Pierné, G.; Pjernçe, G.; P'erne, G.; Pierné, Gabriel Henri-Constant; Pierné, Henry Constant Gabriel
